municipio,departamento,votos,candidato
Armenia,Quindio,17413,Gustavo Petro
Armenia,Quindio,61379,Sergio Fajardo
Armenia,Quindio,5713,Germán Vargas Lleras
Armenia,Quindio,2413,Humberto de la Calle
Armenia,Quindio,251,Viviane Morales
Armenia,Quindio,694,Jorque Antonio Trujillo Sarmiento
Buenavista,Quindio,703,Iván Duque
Buenavista,Quindio,139,Gustavo Petro
Buenavista,Quindio,304,Sergio Fajardo
Buenavista,Quindio,203,Germán Vargas Lleras
Buenavista,Quindio,12,Humberto de la Calle
Buenavista,Quindio,3,Viviane Morales
Buenavista,Quindio,3,Jorque Antonio Trujillo Sarmiento
Calarca,Quindio,15962,Iván Duque
Calarca,Quindio,3722,Gustavo Petro
Calarca,Quindio,11487,Sergio Fajardo
Calarca,Quindio,1297,Germán Vargas Lleras
Calarca,Quindio,529,Humberto de la Calle
Calarca,Quindio,55,Viviane Morales
Calarca,Quindio,75,Jorque Antonio Trujillo Sarmiento
Circasia,Quindio,6356,Iván Duque
Circasia,Quindio,1410,Gustavo Petro
Circasia,Quindio,4359,Sergio Fajardo
Circasia,Quindio,762,Germán Vargas Lleras
Circasia,Quindio,228,Humberto de la Calle
Circasia,Quindio,22,Viviane Morales
Circasia,Quindio,28,Jorque Antonio Trujillo Sarmiento
Cordoba,Quindio,1064,Iván Duque
Cordoba,Quindio,453,Gustavo Petro
Cordoba,Quindio,606,Sergio Fajardo
Cordoba,Quindio,329,Germán Vargas Lleras
Cordoba,Quindio,58,Humberto de la Calle
Cordoba,Quindio,8,Viviane Morales
Cordoba,Quindio,5,Jorque Antonio Trujillo Sarmiento
Filandia,Quindio,2747,Iván Duque
Filandia,Quindio,415,Gustavo Petro
Filandia,Quindio,2009,Sergio Fajardo
Filandia,Quindio,312,Germán Vargas Lleras
Filandia,Quindio,76,Humberto de la Calle
Filandia,Quindio,24,Viviane Morales
Filandia,Quindio,25,Jorque Antonio Trujillo Sarmiento
Genova,Quindio,2062,Iván Duque
Genova,Quindio,406,Gustavo Petro
Genova,Quindio,689,Sergio Fajardo
Genova,Quindio,340,Germán Vargas Lleras
Genova,Quindio,83,Humberto de la Calle
Genova,Quindio,6,Viviane Morales
Genova,Quindio,9,Jorque Antonio Trujillo Sarmiento
La Tebaida,Quindio,6155,Iván Duque
La Tebaida,Quindio,2165,Gustavo Petro
La Tebaida,Quindio,5312,Sergio Fajardo
La Tebaida,Quindio,732,Germán Vargas Lleras
La Tebaida,Quindio,211,Humberto de la Calle
La Tebaida,Quindio,31,Viviane Morales
La Tebaida,Quindio,66,Jorque Antonio Trujillo Sarmiento
Montenegro,Quindio,8383,Iván Duque
Montenegro,Quindio,1491,Gustavo Petro
Montenegro,Quindio,5195,Sergio Fajardo
Montenegro,Quindio,950,Germán Vargas Lleras
Montenegro,Quindio,329,Humberto de la Calle
Montenegro,Quindio,40,Viviane Morales
Montenegro,Quindio,59,Jorque Antonio Trujillo Sarmiento
Pijao,Quindio,1885,Iván Duque
Pijao,Quindio,323,Gustavo Petro
Pijao,Quindio,662,Sergio Fajardo
Pijao,Quindio,181,Germán Vargas Lleras
Pijao,Quindio,37,Humberto de la Calle
Pijao,Quindio,4,Viviane Morales
Pijao,Quindio,4,Jorque Antonio Trujillo Sarmiento
Quimbaya,Quindio,6690,Iván Duque
Quimbaya,Quindio,2129,Gustavo Petro
Quimbaya,Quindio,4661,Sergio Fajardo
Quimbaya,Quindio,948,Germán Vargas Lleras
Quimbaya,Quindio,321,Humberto de la Calle
Quimbaya,Quindio,30,Viviane Morales
Quimbaya,Quindio,34,Jorque Antonio Trujillo Sarmiento
Salento,Quindio,1756,Iván Duque
Salento,Quindio,291,Gustavo Petro
Salento,Quindio,1078,Sergio Fajardo
Salento,Quindio,94,Germán Vargas Lleras
Salento,Quindio,38,Humberto de la Calle
Salento,Quindio,6,Viviane Morales
Salento,Quindio,8,Jorque Antonio Trujillo Sarmiento
Apia,Risaralda,3398,Iván Duque
Apia,Risaralda,304,Gustavo Petro
Apia,Risaralda,1358,Sergio Fajardo
Apia,Risaralda,209,Germán Vargas Lleras
Apia,Risaralda,40,Humberto de la Calle
Apia,Risaralda,11,Viviane Morales
Apia,Risaralda,7,Jorque Antonio Trujillo Sarmiento
Balboa,Risaralda,1419,Iván Duque
Balboa,Risaralda,229,Gustavo Petro
Balboa,Risaralda,556,Sergio Fajardo
Balboa,Risaralda,101,Germán Vargas Lleras
Balboa,Risaralda,224,Humberto de la Calle
Balboa,Risaralda,9,Viviane Morales
Balboa,Risaralda,13,Jorque Antonio Trujillo Sarmiento
Belen De Umbria,Risaralda,7037,Iván Duque
Belen De Umbria,Risaralda,774,Gustavo Petro
Belen De Umbria,Risaralda,2359,Sergio Fajardo
Belen De Umbria,Risaralda,572,Germán Vargas Lleras
Belen De Umbria,Risaralda,118,Humberto de la Calle
Belen De Umbria,Risaralda,23,Viviane Morales
Belen De Umbria,Risaralda,17,Jorque Antonio Trujillo Sarmiento
Dosquebradas,Risaralda,33721,Iván Duque
Dosquebradas,Risaralda,11125,Gustavo Petro
Dosquebradas,Risaralda,39805,Sergio Fajardo
Dosquebradas,Risaralda,4122,Germán Vargas Lleras
Dosquebradas,Risaralda,1333,Humberto de la Calle
Dosquebradas,Risaralda,113,Viviane Morales
Dosquebradas,Risaralda,264,Jorque Antonio Trujillo Sarmiento
Guatica,Risaralda,3548,Iván Duque
Guatica,Risaralda,420,Gustavo Petro
Guatica,Risaralda,984,Sergio Fajardo
Guatica,Risaralda,361,Germán Vargas Lleras
Guatica,Risaralda,55,Humberto de la Calle
Guatica,Risaralda,13,Viviane Morales
Guatica,Risaralda,11,Jorque Antonio Trujillo Sarmiento
La Celia,Risaralda,2093,Iván Duque
La Celia,Risaralda,336,Gustavo Petro
La Celia,Risaralda,567,Sergio Fajardo
La Celia,Risaralda,179,Germán Vargas Lleras
La Celia,Risaralda,35,Humberto de la Calle
La Celia,Risaralda,13,Viviane Morales
La Celia,Risaralda,6,Jorque Antonio Trujillo Sarmiento
La Virginia,Risaralda,6741,Iván Duque
La Virginia,Risaralda,1901,Gustavo Petro
La Virginia,Risaralda,5325,Sergio Fajardo
La Virginia,Risaralda,1094,Germán Vargas Lleras
La Virginia,Risaralda,265,Humberto de la Calle
La Virginia,Risaralda,43,Viviane Morales
La Virginia,Risaralda,40,Jorque Antonio Trujillo Sarmiento
Marsella,Risaralda,4438,Iván Duque
Marsella,Risaralda,1053,Gustavo Petro
Marsella,Risaralda,1489,Sergio Fajardo
Marsella,Risaralda,411,Germán Vargas Lleras
Marsella,Risaralda,113,Humberto de la Calle
Marsella,Risaralda,32,Viviane Morales
Marsella,Risaralda,16,Jorque Antonio Trujillo Sarmiento
Mistrato,Risaralda,2138,Iván Duque
Mistrato,Risaralda,1530,Gustavo Petro
Mistrato,Risaralda,813,Sergio Fajardo
Mistrato,Risaralda,362,Germán Vargas Lleras
Mistrato,Risaralda,41,Humberto de la Calle
Mistrato,Risaralda,20,Viviane Morales
Mistrato,Risaralda,8,Jorque Antonio Trujillo Sarmiento
Pereira,Risaralda,85872,Iván Duque
Pereira,Risaralda,29255,Gustavo Petro
Pereira,Risaralda,93471,Sergio Fajardo
Pereira,Risaralda,10523,Germán Vargas Lleras
Pereira,Risaralda,4448,Humberto de la Calle
Pereira,Risaralda,393,Viviane Morales
Pereira,Risaralda,529,Jorque Antonio Trujillo Sarmiento
Pueblo Rico,Risaralda,1646,Iván Duque
Pueblo Rico,Risaralda,1731,Gustavo Petro
Pueblo Rico,Risaralda,362,Sergio Fajardo
Pueblo Rico,Risaralda,86,Germán Vargas Lleras
Pueblo Rico,Risaralda,61,Humberto de la Calle
Pueblo Rico,Risaralda,27,Viviane Morales
Pueblo Rico,Risaralda,9,Jorque Antonio Trujillo Sarmiento
Quinchia,Risaralda,4166,Iván Duque
Quinchia,Risaralda,1625,Gustavo Petro
Quinchia,Risaralda,2568,Sergio Fajardo
Quinchia,Risaralda,772,Germán Vargas Lleras
Quinchia,Risaralda,369,Humberto de la Calle
Quinchia,Risaralda,36,Viviane Morales
Quinchia,Risaralda,56,Jorque Antonio Trujillo Sarmiento
Santa Rosa De Cabal,Risaralda,15327,Iván Duque
Santa Rosa De Cabal,Risaralda,3620,Gustavo Petro
Santa Rosa De Cabal,Risaralda,13883,Sergio Fajardo
Santa Rosa De Cabal,Risaralda,1508,Germán Vargas Lleras
Santa Rosa De Cabal,Risaralda,490,Humberto de la Calle
Santa Rosa De Cabal,Risaralda,60,Viviane Morales
Santa Rosa De Cabal,Risaralda,68,Jorque Antonio Trujillo Sarmiento
Santuario,Risaralda,3615,Iván Duque
Santuario,Risaralda,304,Gustavo Petro
Santuario,Risaralda,1196,Sergio Fajardo
Santuario,Risaralda,357,Germán Vargas Lleras
Santuario,Risaralda,53,Humberto de la Calle
Santuario,Risaralda,23,Viviane Morales
Santuario,Risaralda,10,Jorque Antonio Trujillo Sarmiento
Providencia,San Andres,722,Iván Duque
Providencia,San Andres,134,Gustavo Petro
Providencia,San Andres,146,Sergio Fajardo
Providencia,San Andres,91,Germán Vargas Lleras
Providencia,San Andres,50,Humberto de la Calle
Providencia,San Andres,3,Viviane Morales
Providencia,San Andres,5,Jorque Antonio Trujillo Sarmiento
San Andres,San Andres,4969,Iván Duque
San Andres,San Andres,2227,Gustavo Petro
San Andres,San Andres,1840,Sergio Fajardo
San Andres,San Andres,1416,Germán Vargas Lleras
San Andres,San Andres,605,Humberto de la Calle
San Andres,San Andres,29,Viviane Morales
San Andres,San Andres,145,Jorque Antonio Trujillo Sarmiento
Aguada,Santander,430,Iván Duque
Aguada,Santander,69,Gustavo Petro
Aguada,Santander,56,Sergio Fajardo
Aguada,Santander,41,Germán Vargas Lleras
Aguada,Santander,4,Humberto de la Calle
Aguada,Santander,0,Viviane Morales
Aguada,Santander,0,Jorque Antonio Trujillo Sarmiento
Albania,Santander,920,Iván Duque
Albania,Santander,280,Gustavo Petro
Albania,Santander,152,Sergio Fajardo
Albania,Santander,124,Germán Vargas Lleras
Albania,Santander,13,Humberto de la Calle
Albania,Santander,5,Viviane Morales
Albania,Santander,3,Jorque Antonio Trujillo Sarmiento
Aratoca,Santander,1826,Iván Duque
Aratoca,Santander,373,Gustavo Petro
Aratoca,Santander,493,Sergio Fajardo
Aratoca,Santander,218,Germán Vargas Lleras
Aratoca,Santander,71,Humberto de la Calle
Aratoca,Santander,15,Viviane Morales
Aratoca,Santander,10,Jorque Antonio Trujillo Sarmiento
Barbosa,Santander,5202,Iván Duque
Barbosa,Santander,3661,Gustavo Petro
Barbosa,Santander,3409,Sergio Fajardo
Barbosa,Santander,1245,Germán Vargas Lleras
Barbosa,Santander,119,Humberto de la Calle
Barbosa,Santander,17,Viviane Morales
Barbosa,Santander,76,Jorque Antonio Trujillo Sarmiento
Barichara,Santander,1872,Iván Duque
Barichara,Santander,296,Gustavo Petro
Barichara,Santander,929,Sergio Fajardo
Barichara,Santander,835,Germán Vargas Lleras
Barichara,Santander,100,Humberto de la Calle
Barichara,Santander,9,Viviane Morales
Barichara,Santander,9,Jorque Antonio Trujillo Sarmiento
Barrancabermeja,Santander,24818,Iván Duque
Barrancabermeja,Santander,41253,Gustavo Petro
Barrancabermeja,Santander,19821,Sergio Fajardo
Barrancabermeja,Santander,6428,Germán Vargas Lleras
Barrancabermeja,Santander,1802,Humberto de la Calle
Barrancabermeja,Santander,261,Viviane Morales
Barrancabermeja,Santander,740,Jorque Antonio Trujillo Sarmiento
Betulia,Santander,1307,Iván Duque
Betulia,Santander,331,Gustavo Petro
Betulia,Santander,321,Sergio Fajardo
Betulia,Santander,203,Germán Vargas Lleras
Betulia,Santander,52,Humberto de la Calle
Betulia,Santander,6,Viviane Morales
Betulia,Santander,10,Jorque Antonio Trujillo Sarmiento
Bolivar,Santander,2038,Iván Duque
Bolivar,Santander,867,Gustavo Petro
Bolivar,Santander,216,Sergio Fajardo
Bolivar,Santander,476,Germán Vargas Lleras
Bolivar,Santander,34,Humberto de la Calle
Bolivar,Santander,12,Viviane Morales
Bolivar,Santander,8,Jorque Antonio Trujillo Sarmiento
Bucaramanga,Santander,120701,Iván Duque
Bucaramanga,Santander,44106,Gustavo Petro
Bucaramanga,Santander,108289,Sergio Fajardo
Bucaramanga,Santander,17732,Germán Vargas Lleras
Bucaramanga,Santander,6075,Humberto de la Calle
Bucaramanga,Santander,456,Viviane Morales
Bucaramanga,Santander,1354,Jorque Antonio Trujillo Sarmiento
Cabrera,Santander,567,Iván Duque
Cabrera,Santander,33,Gustavo Petro
Cabrera,Santander,102,Sergio Fajardo
Cabrera,Santander,260,Germán Vargas Lleras
Cabrera,Santander,2,Humberto de la Calle
Cabrera,Santander,1,Viviane Morales
Cabrera,Santander,0,Jorque Antonio Trujillo Sarmiento
California,Santander,846,Iván Duque
California,Santander,57,Gustavo Petro
California,Santander,149,Sergio Fajardo
California,Santander,19,Germán Vargas Lleras
California,Santander,4,Humberto de la Calle
California,Santander,2,Viviane Morales
California,Santander,1,Jorque Antonio Trujillo Sarmiento
Capitanejo,Santander,1883,Iván Duque
Capitanejo,Santander,143,Gustavo Petro
Capitanejo,Santander,215,Sergio Fajardo
Capitanejo,Santander,236,Germán Vargas Lleras
Capitanejo,Santander,28,Humberto de la Calle
Capitanejo,Santander,5,Viviane Morales
Capitanejo,Santander,2,Jorque Antonio Trujillo Sarmiento
Carcasi,Santander,1317,Iván Duque
Carcasi,Santander,89,Gustavo Petro
Carcasi,Santander,188,Sergio Fajardo
Carcasi,Santander,103,Germán Vargas Lleras
Carcasi,Santander,114,Humberto de la Calle
Carcasi,Santander,5,Viviane Morales
Carcasi,Santander,19,Jorque Antonio Trujillo Sarmiento
Cepita,Santander,737,Iván Duque
Cepita,Santander,81,Gustavo Petro
Cepita,Santander,121,Sergio Fajardo
Cepita,Santander,64,Germán Vargas Lleras
Cepita,Santander,15,Humberto de la Calle
Cepita,Santander,3,Viviane Morales
Cepita,Santander,1,Jorque Antonio Trujillo Sarmiento
Cerrito,Santander,1836,Iván Duque
Cerrito,Santander,166,Gustavo Petro
Cerrito,Santander,541,Sergio Fajardo
Cerrito,Santander,140,Germán Vargas Lleras
Cerrito,Santander,38,Humberto de la Calle
Cerrito,Santander,7,Viviane Morales
Cerrito,Santander,7,Jorque Antonio Trujillo Sarmiento
Charala,Santander,2380,Iván Duque
Charala,Santander,704,Gustavo Petro
Charala,Santander,1389,Sergio Fajardo
Charala,Santander,411,Germán Vargas Lleras
Charala,Santander,90,Humberto de la Calle
Charala,Santander,10,Viviane Morales
Charala,Santander,30,Jorque Antonio Trujillo Sarmiento
Charta,Santander,1647,Iván Duque
Charta,Santander,99,Gustavo Petro
Charta,Santander,219,Sergio Fajardo
Charta,Santander,82,Germán Vargas Lleras
Charta,Santander,9,Humberto de la Calle
Charta,Santander,2,Viviane Morales
Charta,Santander,2,Jorque Antonio Trujillo Sarmiento
Chima,Santander,593,Iván Duque
Chima,Santander,79,Gustavo Petro
Chima,Santander,174,Sergio Fajardo
Chima,Santander,279,Germán Vargas Lleras
Chima,Santander,21,Humberto de la Calle
Chima,Santander,2,Viviane Morales
Chima,Santander,8,Jorque Antonio Trujillo Sarmiento
Chipata,Santander,489,Iván Duque
Chipata,Santander,305,Gustavo Petro
Chipata,Santander,213,Sergio Fajardo
Chipata,Santander,485,Germán Vargas Lleras
Chipata,Santander,76,Humberto de la Calle
Chipata,Santander,5,Viviane Morales
Chipata,Santander,2,Jorque Antonio Trujillo Sarmiento
Cimitarra,Santander,7132,Iván Duque
Cimitarra,Santander,2812,Gustavo Petro
Cimitarra,Santander,2147,Sergio Fajardo
Cimitarra,Santander,607,Germán Vargas Lleras
Cimitarra,Santander,142,Humberto de la Calle
Cimitarra,Santander,32,Viviane Morales
Cimitarra,Santander,54,Jorque Antonio Trujillo Sarmiento
Concepcion,Santander,1562,Iván Duque
Concepcion,Santander,206,Gustavo Petro
Concepcion,Santander,464,Sergio Fajardo
Concepcion,Santander,190,Germán Vargas Lleras
Concepcion,Santander,56,Humberto de la Calle
Concepcion,Santander,6,Viviane Morales
Concepcion,Santander,5,Jorque Antonio Trujillo Sarmiento
Confines,Santander,1110,Iván Duque
Confines,Santander,119,Gustavo Petro
Confines,Santander,168,Sergio Fajardo
Confines,Santander,89,Germán Vargas Lleras
Confines,Santander,28,Humberto de la Calle
Confines,Santander,2,Viviane Morales
Confines,Santander,1,Jorque Antonio Trujillo Sarmiento
Contratacion,Santander,791,Iván Duque
Contratacion,Santander,176,Gustavo Petro
Contratacion,Santander,265,Sergio Fajardo
Contratacion,Santander,300,Germán Vargas Lleras
Contratacion,Santander,18,Humberto de la Calle
Contratacion,Santander,3,Viviane Morales
Contratacion,Santander,6,Jorque Antonio Trujillo Sarmiento
Coromoro,Santander,1189,Iván Duque
Coromoro,Santander,165,Gustavo Petro
Coromoro,Santander,268,Sergio Fajardo
Coromoro,Santander,535,Germán Vargas Lleras
Coromoro,Santander,29,Humberto de la Calle
Coromoro,Santander,13,Viviane Morales
Coromoro,Santander,7,Jorque Antonio Trujillo Sarmiento
Curiti,Santander,2850,Iván Duque
Curiti,Santander,711,Gustavo Petro
Curiti,Santander,1159,Sergio Fajardo
Curiti,Santander,343,Germán Vargas Lleras
Curiti,Santander,57,Humberto de la Calle
Curiti,Santander,12,Viviane Morales
Curiti,Santander,11,Jorque Antonio Trujillo Sarmiento
El Carmen,Santander,4597,Iván Duque
El Carmen,Santander,333,Gustavo Petro
El Carmen,Santander,421,Sergio Fajardo
El Carmen,Santander,218,Germán Vargas Lleras
El Carmen,Santander,43,Humberto de la Calle
El Carmen,Santander,12,Viviane Morales
El Carmen,Santander,12,Jorque Antonio Trujillo Sarmiento
El Guacamayo,Santander,430,Iván Duque
El Guacamayo,Santander,43,Gustavo Petro
El Guacamayo,Santander,82,Sergio Fajardo
El Guacamayo,Santander,340,Germán Vargas Lleras
El Guacamayo,Santander,1,Humberto de la Calle
El Guacamayo,Santander,1,Viviane Morales
El Guacamayo,Santander,3,Jorque Antonio Trujillo Sarmiento
El Peñon,Santander,972,Iván Duque
El Peñon,Santander,320,Gustavo Petro
El Peñon,Santander,122,Sergio Fajardo
El Peñon,Santander,57,Germán Vargas Lleras
El Peñon,Santander,11,Humberto de la Calle
El Peñon,Santander,21,Viviane Morales
El Peñon,Santander,4,Jorque Antonio Trujillo Sarmiento
El Playon,Santander,4338,Iván Duque
El Playon,Santander,532,Gustavo Petro
El Playon,Santander,516,Sergio Fajardo
El Playon,Santander,453,Germán Vargas Lleras
El Playon,Santander,63,Humberto de la Calle
El Playon,Santander,15,Viviane Morales
El Playon,Santander,16,Jorque Antonio Trujillo Sarmiento
Encino,Santander,682,Iván Duque
Encino,Santander,87,Gustavo Petro
Encino,Santander,106,Sergio Fajardo
Encino,Santander,130,Germán Vargas Lleras
Encino,Santander,36,Humberto de la Calle
Encino,Santander,2,Viviane Morales
Encino,Santander,12,Jorque Antonio Trujillo Sarmiento
Enciso,Santander,1043,Iván Duque
Enciso,Santander,96,Gustavo Petro
Enciso,Santander,197,Sergio Fajardo
Enciso,Santander,218,Germán Vargas Lleras
Enciso,Santander,79,Humberto de la Calle
Enciso,Santander,7,Viviane Morales
Enciso,Santander,6,Jorque Antonio Trujillo Sarmiento
Florian,Santander,956,Iván Duque
Florian,Santander,494,Gustavo Petro
Florian,Santander,191,Sergio Fajardo
Florian,Santander,404,Germán Vargas Lleras
Florian,Santander,69,Humberto de la Calle
Florian,Santander,7,Viviane Morales
Florian,Santander,10,Jorque Antonio Trujillo Sarmiento
Floridablanca,Santander,54173,Iván Duque
Floridablanca,Santander,18634,Gustavo Petro
Floridablanca,Santander,43599,Sergio Fajardo
Floridablanca,Santander,6350,Germán Vargas Lleras
Floridablanca,Santander,2113,Humberto de la Calle
Floridablanca,Santander,171,Viviane Morales
Floridablanca,Santander,448,Jorque Antonio Trujillo Sarmiento
Galan,Santander,1054,Iván Duque
Galan,Santander,98,Gustavo Petro
Galan,Santander,107,Sergio Fajardo
Galan,Santander,151,Germán Vargas Lleras
Galan,Santander,14,Humberto de la Calle
Galan,Santander,5,Viviane Morales
Galan,Santander,1,Jorque Antonio Trujillo Sarmiento
Gambita,Santander,1097,Iván Duque
Gambita,Santander,171,Gustavo Petro
Gambita,Santander,221,Sergio Fajardo
Gambita,Santander,153,Germán Vargas Lleras
Gambita,Santander,18,Humberto de la Calle
Gambita,Santander,7,Viviane Morales
Gambita,Santander,10,Jorque Antonio Trujillo Sarmiento
Giron,Santander,30934,Iván Duque
Giron,Santander,10849,Gustavo Petro
Giron,Santander,21503,Sergio Fajardo
Giron,Santander,3706,Germán Vargas Lleras
Giron,Santander,1034,Humberto de la Calle
Giron,Santander,181,Viviane Morales
Giron,Santander,248,Jorque Antonio Trujillo Sarmiento
Guaca,Santander,2045,Iván Duque
Guaca,Santander,180,Gustavo Petro
Guaca,Santander,297,Sergio Fajardo
Guaca,Santander,160,Germán Vargas Lleras
Guaca,Santander,100,Humberto de la Calle
Guaca,Santander,7,Viviane Morales
Guaca,Santander,3,Jorque Antonio Trujillo Sarmiento
Guadalupe,Santander,1676,Iván Duque
Guadalupe,Santander,174,Gustavo Petro
Guadalupe,Santander,294,Sergio Fajardo
Guadalupe,Santander,98,Germán Vargas Lleras
Guadalupe,Santander,17,Humberto de la Calle
Guadalupe,Santander,7,Viviane Morales
Guadalupe,Santander,2,Jorque Antonio Trujillo Sarmiento
Guapota,Santander,653,Iván Duque
Guapota,Santander,78,Gustavo Petro
Guapota,Santander,106,Sergio Fajardo
Guapota,Santander,119,Germán Vargas Lleras
Guapota,Santander,23,Humberto de la Calle
Guapota,Santander,1,Viviane Morales
Guapota,Santander,0,Jorque Antonio Trujillo Sarmiento
Guavata,Santander,829,Iván Duque
Guavata,Santander,587,Gustavo Petro
Guavata,Santander,213,Sergio Fajardo
Guavata,Santander,231,Germán Vargas Lleras
Guavata,Santander,51,Humberto de la Calle
Guavata,Santander,1,Viviane Morales
Guavata,Santander,2,Jorque Antonio Trujillo Sarmiento
Guepsa,Santander,669,Iván Duque
Guepsa,Santander,547,Gustavo Petro
Guepsa,Santander,253,Sergio Fajardo
Guepsa,Santander,483,Germán Vargas Lleras
Guepsa,Santander,31,Humberto de la Calle
Guepsa,Santander,2,Viviane Morales
Guepsa,Santander,1,Jorque Antonio Trujillo Sarmiento
Hato,Santander,334,Iván Duque
Hato,Santander,153,Gustavo Petro
Hato,Santander,188,Sergio Fajardo
Hato,Santander,152,Germán Vargas Lleras
Hato,Santander,49,Humberto de la Calle
Hato,Santander,2,Viviane Morales
Hato,Santander,7,Jorque Antonio Trujillo Sarmiento
Jesus Maria,Santander,725,Iván Duque
Jesus Maria,Santander,442,Gustavo Petro
Jesus Maria,Santander,217,Sergio Fajardo
Jesus Maria,Santander,126,Germán Vargas Lleras
Jesus Maria,Santander,23,Humberto de la Calle
Jesus Maria,Santander,2,Viviane Morales
Jesus Maria,Santander,1,Jorque Antonio Trujillo Sarmiento
Jordan,Santander,512,Iván Duque
Jordan,Santander,31,Gustavo Petro
Jordan,Santander,72,Sergio Fajardo
Jordan,Santander,89,Germán Vargas Lleras
Jordan,Santander,6,Humberto de la Calle
Jordan,Santander,2,Viviane Morales
Jordan,Santander,3,Jorque Antonio Trujillo Sarmiento
La Belleza,Santander,2093,Iván Duque
La Belleza,Santander,267,Gustavo Petro
La Belleza,Santander,308,Sergio Fajardo
La Belleza,Santander,272,Germán Vargas Lleras
La Belleza,Santander,13,Humberto de la Calle
La Belleza,Santander,2,Viviane Morales
La Belleza,Santander,3,Jorque Antonio Trujillo Sarmiento
La Paz,Santander,1085,Iván Duque
La Paz,Santander,195,Gustavo Petro
La Paz,Santander,201,Sergio Fajardo
La Paz,Santander,178,Germán Vargas Lleras
La Paz,Santander,15,Humberto de la Calle
La Paz,Santander,7,Viviane Morales
La Paz,Santander,5,Jorque Antonio Trujillo Sarmiento
Landazuri,Santander,2221,Iván Duque
Landazuri,Santander,964,Gustavo Petro
Landazuri,Santander,471,Sergio Fajardo
Landazuri,Santander,469,Germán Vargas Lleras
Landazuri,Santander,54,Humberto de la Calle
Landazuri,Santander,14,Viviane Morales
Landazuri,Santander,18,Jorque Antonio Trujillo Sarmiento
Lebrija,Santander,11813,Iván Duque
Lebrija,Santander,1659,Gustavo Petro
Lebrija,Santander,3731,Sergio Fajardo
Lebrija,Santander,1112,Germán Vargas Lleras
Lebrija,Santander,228,Humberto de la Calle
Lebrija,Santander,52,Viviane Morales
Lebrija,Santander,51,Jorque Antonio Trujillo Sarmiento
Los Santos,Santander,3132,Iván Duque
Los Santos,Santander,343,Gustavo Petro
Los Santos,Santander,952,Sergio Fajardo
Los Santos,Santander,413,Germán Vargas Lleras
Los Santos,Santander,116,Humberto de la Calle
Los Santos,Santander,7,Viviane Morales
Los Santos,Santander,10,Jorque Antonio Trujillo Sarmiento
Macaravita,Santander,771,Iván Duque
Macaravita,Santander,69,Gustavo Petro
Macaravita,Santander,34,Sergio Fajardo
Macaravita,Santander,167,Germán Vargas Lleras
Macaravita,Santander,18,Humberto de la Calle
Macaravita,Santander,1,Viviane Morales
Macaravita,Santander,3,Jorque Antonio Trujillo Sarmiento
Malaga,Santander,5173,Iván Duque
Malaga,Santander,1121,Gustavo Petro
Malaga,Santander,2175,Sergio Fajardo
Malaga,Santander,535,Germán Vargas Lleras
Malaga,Santander,125,Humberto de la Calle
Malaga,Santander,12,Viviane Morales
Malaga,Santander,15,Jorque Antonio Trujillo Sarmiento
Matanza,Santander,2150,Iván Duque
Matanza,Santander,246,Gustavo Petro
Matanza,Santander,268,Sergio Fajardo
Matanza,Santander,168,Germán Vargas Lleras
Matanza,Santander,84,Humberto de la Calle
Matanza,Santander,6,Viviane Morales
Matanza,Santander,6,Jorque Antonio Trujillo Sarmiento
Mogotes,Santander,2504,Iván Duque
Mogotes,Santander,399,Gustavo Petro
Mogotes,Santander,596,Sergio Fajardo
Mogotes,Santander,170,Germán Vargas Lleras
Mogotes,Santander,68,Humberto de la Calle
Mogotes,Santander,13,Viviane Morales
Mogotes,Santander,9,Jorque Antonio Trujillo Sarmiento
Molagavita,Santander,1579,Iván Duque
Molagavita,Santander,87,Gustavo Petro
Molagavita,Santander,176,Sergio Fajardo
Molagavita,Santander,97,Germán Vargas Lleras
Molagavita,Santander,18,Humberto de la Calle
Molagavita,Santander,6,Viviane Morales
Molagavita,Santander,7,Jorque Antonio Trujillo Sarmiento
Ocamonte,Santander,1400,Iván Duque
Ocamonte,Santander,129,Gustavo Petro
Ocamonte,Santander,219,Sergio Fajardo
Ocamonte,Santander,184,Germán Vargas Lleras
Ocamonte,Santander,75,Humberto de la Calle
Ocamonte,Santander,3,Viviane Morales
Ocamonte,Santander,2,Jorque Antonio Trujillo Sarmiento
Oiba,Santander,2937,Iván Duque
Oiba,Santander,556,Gustavo Petro
Oiba,Santander,867,Sergio Fajardo
Oiba,Santander,243,Germán Vargas Lleras
Oiba,Santander,62,Humberto de la Calle
Oiba,Santander,18,Viviane Morales
Oiba,Santander,18,Jorque Antonio Trujillo Sarmiento
Onzaga,Santander,1110,Iván Duque
Onzaga,Santander,142,Gustavo Petro
Onzaga,Santander,189,Sergio Fajardo
Onzaga,Santander,202,Germán Vargas Lleras
Onzaga,Santander,65,Humberto de la Calle
Onzaga,Santander,7,Viviane Morales
Onzaga,Santander,5,Jorque Antonio Trujillo Sarmiento
Palmar,Santander,344,Iván Duque
Palmar,Santander,126,Gustavo Petro
Palmar,Santander,114,Sergio Fajardo
Palmar,Santander,110,Germán Vargas Lleras
Palmar,Santander,17,Humberto de la Calle
Palmar,Santander,0,Viviane Morales
Palmar,Santander,1,Jorque Antonio Trujillo Sarmiento
Palmas Del Socorro,Santander,892,Iván Duque
