municipio,departamento,votos,candidato
Cogua,Cundinamarca,4490,Gustavo Petro
Cota,Cundinamarca,8973,Iván Duque
Cota,Cundinamarca,5800,Gustavo Petro
Cucunuba,Cundinamarca,2098,Iván Duque
Cucunuba,Cundinamarca,588,Gustavo Petro
El Colegio,Cundinamarca,8064,Iván Duque
El Colegio,Cundinamarca,3758,Gustavo Petro
El Peñon,Cundinamarca,2072,Iván Duque
El Peñon,Cundinamarca,207,Gustavo Petro
El Rosal,Cundinamarca,8008,Iván Duque
El Rosal,Cundinamarca,2693,Gustavo Petro
Facatativa,Cundinamarca,29167,Iván Duque
Facatativa,Cundinamarca,26767,Gustavo Petro
Fomeque,Cundinamarca,4882,Iván Duque
Fomeque,Cundinamarca,988,Gustavo Petro
Fosca,Cundinamarca,2624,Iván Duque
Fosca,Cundinamarca,457,Gustavo Petro
Funza,Cundinamarca,20105,Iván Duque
Funza,Cundinamarca,21598,Gustavo Petro
Fuquene,Cundinamarca,1214,Iván Duque
Fuquene,Cundinamarca,1155,Gustavo Petro
Fusagasuga,Cundinamarca,37835,Iván Duque
Fusagasuga,Cundinamarca,21269,Gustavo Petro
Gachala,Cundinamarca,1794,Iván Duque
Gachala,Cundinamarca,586,Gustavo Petro
Gachancipa,Cundinamarca,3088,Iván Duque
Gachancipa,Cundinamarca,3305,Gustavo Petro
Gacheta,Cundinamarca,3800,Iván Duque
Gacheta,Cundinamarca,932,Gustavo Petro
Gama,Cundinamarca,1417,Iván Duque
Gama,Cundinamarca,239,Gustavo Petro
Girardot,Cundinamarca,28370,Iván Duque
Girardot,Cundinamarca,16590,Gustavo Petro
Granada,Cundinamarca,1941,Iván Duque
Granada,Cundinamarca,1482,Gustavo Petro
Guacheta,Cundinamarca,3131,Iván Duque
Guacheta,Cundinamarca,1209,Gustavo Petro
Guaduas,Cundinamarca,8520,Iván Duque
Guaduas,Cundinamarca,3253,Gustavo Petro
Guasca,Cundinamarca,4155,Iván Duque
Guasca,Cundinamarca,2384,Gustavo Petro
Guataqui,Cundinamarca,654,Iván Duque
Guataqui,Cundinamarca,342,Gustavo Petro
Guatavita,Cundinamarca,2291,Iván Duque
Guatavita,Cundinamarca,754,Gustavo Petro
Guayabal De Siquima,Cundinamarca,1806,Iván Duque
Guayabal De Siquima,Cundinamarca,540,Gustavo Petro
Guayabetal,Cundinamarca,2231,Iván Duque
Guayabetal,Cundinamarca,526,Gustavo Petro
Gutierrez,Cundinamarca,1014,Iván Duque
Gutierrez,Cundinamarca,534,Gustavo Petro
Jerusalen,Cundinamarca,1009,Iván Duque
Jerusalen,Cundinamarca,267,Gustavo Petro
Junin,Cundinamarca,2217,Iván Duque
Junin,Cundinamarca,542,Gustavo Petro
La Calera,Cundinamarca,6657,Iván Duque
La Calera,Cundinamarca,6263,Gustavo Petro
La Mesa,Cundinamarca,9328,Iván Duque
La Mesa,Cundinamarca,4218,Gustavo Petro
La Palma,Cundinamarca,2955,Iván Duque
La Palma,Cundinamarca,874,Gustavo Petro
La Peña,Cundinamarca,3181,Iván Duque
La Peña,Cundinamarca,272,Gustavo Petro
La Vega,Cundinamarca,5946,Iván Duque
La Vega,Cundinamarca,1719,Gustavo Petro
Lenguazaque,Cundinamarca,3325,Iván Duque
Lenguazaque,Cundinamarca,604,Gustavo Petro
Macheta,Cundinamarca,3005,Iván Duque
Macheta,Cundinamarca,449,Gustavo Petro
Madrid,Cundinamarca,20373,Iván Duque
Madrid,Cundinamarca,18907,Gustavo Petro
Manta,Cundinamarca,2001,Iván Duque
Manta,Cundinamarca,422,Gustavo Petro
Medina,Cundinamarca,3176,Iván Duque
Medina,Cundinamarca,561,Gustavo Petro
Mosquera,Cundinamarca,21255,Iván Duque
Mosquera,Cundinamarca,22880,Gustavo Petro
Nariño,Cundinamarca,750,Iván Duque
Nariño,Cundinamarca,496,Gustavo Petro
Nemocon,Cundinamarca,3032,Iván Duque
Nemocon,Cundinamarca,2925,Gustavo Petro
Nilo,Cundinamarca,2347,Iván Duque
Nilo,Cundinamarca,775,Gustavo Petro
Nimaima,Cundinamarca,1709,Iván Duque
Nimaima,Cundinamarca,359,Gustavo Petro
Nocaima,Cundinamarca,2210,Iván Duque
Nocaima,Cundinamarca,963,Gustavo Petro
Pacho,Cundinamarca,9247,Iván Duque
Pacho,Cundinamarca,2254,Gustavo Petro
Paime,Cundinamarca,1740,Iván Duque
Paime,Cundinamarca,425,Gustavo Petro
Pandi,Cundinamarca,1320,Iván Duque
Pandi,Cundinamarca,776,Gustavo Petro
Paratebueno (la Naguaya),Cundinamarca,3309,Iván Duque
Paratebueno (la Naguaya),Cundinamarca,631,Gustavo Petro
Pasca,Cundinamarca,1865,Iván Duque
Pasca,Cundinamarca,2386,Gustavo Petro
Puerto Salgar,Cundinamarca,4286,Iván Duque
Puerto Salgar,Cundinamarca,1637,Gustavo Petro
Puli,Cundinamarca,1169,Iván Duque
Puli,Cundinamarca,245,Gustavo Petro
Quebradanegra,Cundinamarca,2417,Iván Duque
Quebradanegra,Cundinamarca,249,Gustavo Petro
Quetame,Cundinamarca,2259,Iván Duque
Quetame,Cundinamarca,1013,Gustavo Petro
Quipile,Cundinamarca,2870,Iván Duque
Quipile,Cundinamarca,429,Gustavo Petro
Ricaurte,Cundinamarca,4161,Iván Duque
Ricaurte,Cundinamarca,1451,Gustavo Petro
San Antonio Del Tequendama,Cundinamarca,3142,Iván Duque
San Antonio Del Tequendama,Cundinamarca,1749,Gustavo Petro
San Bernardo,Cundinamarca,2587,Iván Duque
San Bernardo,Cundinamarca,1260,Gustavo Petro
San Cayetano,Cundinamarca,1798,Iván Duque
San Cayetano,Cundinamarca,316,Gustavo Petro
San Francisco,Cundinamarca,3803,Iván Duque
San Francisco,Cundinamarca,1225,Gustavo Petro
San Juan De Rioseco,Cundinamarca,3491,Iván Duque
San Juan De Rioseco,Cundinamarca,1191,Gustavo Petro
Sasaima,Cundinamarca,4055,Iván Duque
Sasaima,Cundinamarca,971,Gustavo Petro
Sesquile,Cundinamarca,2720,Iván Duque
Sesquile,Cundinamarca,2146,Gustavo Petro
Sibate,Cundinamarca,7657,Iván Duque
Sibate,Cundinamarca,7540,Gustavo Petro
Silvania,Cundinamarca,7083,Iván Duque
Silvania,Cundinamarca,2706,Gustavo Petro
Simijaca,Cundinamarca,3414,Iván Duque
Simijaca,Cundinamarca,1693,Gustavo Petro
Soacha,Cundinamarca,56087,Iván Duque
Soacha,Cundinamarca,82992,Gustavo Petro
Sopo,Cundinamarca,4922,Iván Duque
Sopo,Cundinamarca,7192,Gustavo Petro
Subachoque,Cundinamarca,5935,Iván Duque
Subachoque,Cundinamarca,1810,Gustavo Petro
Suesca,Cundinamarca,2518,Iván Duque
Suesca,Cundinamarca,3404,Gustavo Petro
Supata,Cundinamarca,2038,Iván Duque
Supata,Cundinamarca,326,Gustavo Petro
Susa,Cundinamarca,1978,Iván Duque
Susa,Cundinamarca,961,Gustavo Petro
Sutatausa,Cundinamarca,1511,Iván Duque
Sutatausa,Cundinamarca,671,Gustavo Petro
Tabio,Cundinamarca,6402,Iván Duque
Tabio,Cundinamarca,3460,Gustavo Petro
Tausa,Cundinamarca,2836,Iván Duque
Tausa,Cundinamarca,678,Gustavo Petro
Tena,Cundinamarca,2670,Iván Duque
Tena,Cundinamarca,1239,Gustavo Petro
Tenjo,Cundinamarca,6549,Iván Duque
Tenjo,Cundinamarca,3376,Gustavo Petro
Tibacuy,Cundinamarca,1395,Iván Duque
Tibacuy,Cundinamarca,717,Gustavo Petro
Tibirita,Cundinamarca,1137,Iván Duque
Tibirita,Cundinamarca,373,Gustavo Petro
Tocaima,Cundinamarca,5043,Iván Duque
Tocaima,Cundinamarca,1545,Gustavo Petro
Tocancipa,Cundinamarca,6753,Iván Duque
Tocancipa,Cundinamarca,10383,Gustavo Petro
Topaipi,Cundinamarca,1745,Iván Duque
Topaipi,Cundinamarca,264,Gustavo Petro
Ubala,Cundinamarca,3130,Iván Duque
Ubala,Cundinamarca,668,Gustavo Petro
Ubaque,Cundinamarca,2499,Iván Duque
Ubaque,Cundinamarca,966,Gustavo Petro
Ubate,Cundinamarca,10433,Iván Duque
Ubate,Cundinamarca,7087,Gustavo Petro
Une,Cundinamarca,2639,Iván Duque
Une,Cundinamarca,1212,Gustavo Petro
Utica,Cundinamarca,2453,Iván Duque
Utica,Cundinamarca,295,Gustavo Petro
Venecia,Cundinamarca,1137,Iván Duque
Venecia,Cundinamarca,615,Gustavo Petro
Vergara,Cundinamarca,3185,Iván Duque
Vergara,Cundinamarca,645,Gustavo Petro
Viani,Cundinamarca,1600,Iván Duque
Viani,Cundinamarca,447,Gustavo Petro
Villagomez,Cundinamarca,900,Iván Duque
Villagomez,Cundinamarca,189,Gustavo Petro
Villapinzon,Cundinamarca,6710,Iván Duque
Villapinzon,Cundinamarca,1561,Gustavo Petro
Villeta,Cundinamarca,10757,Iván Duque
Villeta,Cundinamarca,2682,Gustavo Petro
Viota,Cundinamarca,4200,Iván Duque
Viota,Cundinamarca,1788,Gustavo Petro
Yacopi,Cundinamarca,4273,Iván Duque
Yacopi,Cundinamarca,507,Gustavo Petro
Zipacon,Cundinamarca,1654,Iván Duque
Zipacon,Cundinamarca,866,Gustavo Petro
Zipaquira,Cundinamarca,19505,Iván Duque
Zipaquira,Cundinamarca,35517,Gustavo Petro
Barranco Minas,Guainia,120,Iván Duque
Barranco Minas,Guainia,542,Gustavo Petro
Cacahual,Guainia,11,Iván Duque
Cacahual,Guainia,10,Gustavo Petro
Inirida,Guainia,5326,Iván Duque
Inirida,Guainia,3275,Gustavo Petro
La Guadalupe,Guainia,23,Iván Duque
La Guadalupe,Guainia,9,Gustavo Petro
Mapiripana,Guainia,58,Iván Duque
Mapiripana,Guainia,41,Gustavo Petro
Morichal (morichal Nuevo),Guainia,7,Iván Duque
Morichal (morichal Nuevo),Guainia,22,Gustavo Petro
Pana Pana (campo Alegre),Guainia,60,Iván Duque
Pana Pana (campo Alegre),Guainia,90,Gustavo Petro
Puerto Colombia,Guainia,98,Iván Duque
Puerto Colombia,Guainia,43,Gustavo Petro
San Felipe,Guainia,170,Iván Duque
San Felipe,Guainia,65,Gustavo Petro
Calamar,Guaviare,662,Iván Duque
Calamar,Guaviare,1225,Gustavo Petro
El Retorno,Guaviare,2752,Iván Duque
El Retorno,Guaviare,1153,Gustavo Petro
Miraflores,Guaviare,240,Iván Duque
Miraflores,Guaviare,860,Gustavo Petro
San Jose Del Guaviare,Guaviare,12101,Iván Duque
San Jose Del Guaviare,Guaviare,6600,Gustavo Petro
Acevedo,Huila,10028,Iván Duque
Acevedo,Huila,1241,Gustavo Petro
Agrado,Huila,2765,Iván Duque
Agrado,Huila,882,Gustavo Petro
Aipe,Huila,5056,Iván Duque
Aipe,Huila,2372,Gustavo Petro
Algeciras,Huila,4631,Iván Duque
Algeciras,Huila,2659,Gustavo Petro
Altamira,Huila,1033,Iván Duque
Altamira,Huila,618,Gustavo Petro
Baraya,Huila,1952,Iván Duque
Baraya,Huila,832,Gustavo Petro
Campoalegre,Huila,8242,Iván Duque
Campoalegre,Huila,4338,Gustavo Petro
Colombia,Huila,2948,Iván Duque
Colombia,Huila,514,Gustavo Petro
Elias,Huila,1585,Iván Duque
Elias,Huila,337,Gustavo Petro
Garzon,Huila,19851,Iván Duque
Garzon,Huila,8236,Gustavo Petro
Gigante,Huila,7019,Iván Duque
Gigante,Huila,2595,Gustavo Petro
Guadalupe,Huila,5310,Iván Duque
Guadalupe,Huila,1244,Gustavo Petro
Hobo,Huila,2001,Iván Duque
Hobo,Huila,886,Gustavo Petro
Iquira,Huila,2660,Iván Duque
Iquira,Huila,1359,Gustavo Petro
Isnos,Huila,6866,Iván Duque
Isnos,Huila,3869,Gustavo Petro
La Argentina (plata Vieja),Huila,3968,Iván Duque
La Argentina (plata Vieja),Huila,1627,Gustavo Petro
La Plata,Huila,15881,Iván Duque
La Plata,Huila,6229,Gustavo Petro
Nataga,Huila,2110,Iván Duque
Nataga,Huila,687,Gustavo Petro
Neiva,Huila,80591,Iván Duque
Neiva,Huila,64239,Gustavo Petro
Oporapa,Huila,3944,Iván Duque
Oporapa,Huila,597,Gustavo Petro
Paicol,Huila,2528,Iván Duque
Paicol,Huila,444,Gustavo Petro
Palermo,Huila,7186,Iván Duque
Palermo,Huila,3364,Gustavo Petro
Palestina,Huila,4068,Iván Duque
Palestina,Huila,946,Gustavo Petro
Pital,Huila,4074,Iván Duque
Pital,Huila,1154,Gustavo Petro
Pitalito,Huila,33731,Iván Duque
Pitalito,Huila,16857,Gustavo Petro
Rivera,Huila,5381,Iván Duque
Rivera,Huila,3301,Gustavo Petro
Saladoblanco,Huila,4615,Iván Duque
Saladoblanco,Huila,624,Gustavo Petro
San Agustin,Huila,9003,Iván Duque
San Agustin,Huila,3679,Gustavo Petro
Santa Maria,Huila,4231,Iván Duque
Santa Maria,Huila,668,Gustavo Petro
Suaza,Huila,5532,Iván Duque
Suaza,Huila,1429,Gustavo Petro
Tarqui,Huila,4946,Iván Duque
Tarqui,Huila,1604,Gustavo Petro
Tello,Huila,4103,Iván Duque
Tello,Huila,1353,Gustavo Petro
Teruel,Huila,3363,Iván Duque
Teruel,Huila,514,Gustavo Petro
Tesalia (carnicerias),Huila,3595,Iván Duque
Tesalia (carnicerias),Huila,862,Gustavo Petro
Timana,Huila,7155,Iván Duque
Timana,Huila,1572,Gustavo Petro
Villavieja,Huila,1855,Iván Duque
Villavieja,Huila,1511,Gustavo Petro
Yaguara,Huila,2438,Iván Duque
Yaguara,Huila,1287,Gustavo Petro
Albania,La Guajira,2796,Iván Duque
Albania,La Guajira,5206,Gustavo Petro
Barrancas,La Guajira,3524,Iván Duque
Barrancas,La Guajira,6765,Gustavo Petro
Dibulla,La Guajira,3829,Iván Duque
Dibulla,La Guajira,4130,Gustavo Petro
Distraccion,La Guajira,2467,Iván Duque
Distraccion,La Guajira,1922,Gustavo Petro
El Molino,La Guajira,1984,Iván Duque
El Molino,La Guajira,1732,Gustavo Petro
Fonseca,La Guajira,5065,Iván Duque
Fonseca,La Guajira,8765,Gustavo Petro
Hatonuevo,La Guajira,2139,Iván Duque
Hatonuevo,La Guajira,4212,Gustavo Petro
La Jagua Del Pilar,La Guajira,959,Iván Duque
La Jagua Del Pilar,La Guajira,1068,Gustavo Petro
Maicao,La Guajira,22370,Iván Duque
Maicao,La Guajira,17957,Gustavo Petro
Manaure,La Guajira,6183,Iván Duque
Manaure,La Guajira,5242,Gustavo Petro
Riohacha,La Guajira,23288,Iván Duque
Riohacha,La Guajira,26921,Gustavo Petro
San Juan Del Cesar,La Guajira,11368,Iván Duque
San Juan Del Cesar,La Guajira,5757,Gustavo Petro
Uribia,La Guajira,13220,Iván Duque
Uribia,La Guajira,6336,Gustavo Petro
Urumita,La Guajira,1951,Iván Duque
Urumita,La Guajira,2859,Gustavo Petro
Villanueva,La Guajira,5185,Iván Duque
Villanueva,La Guajira,4399,Gustavo Petro
Algarrobo,Magdalena,1705,Iván Duque
Algarrobo,Magdalena,3428,Gustavo Petro
Aracataca,Magdalena,5447,Iván Duque
Aracataca,Magdalena,5423,Gustavo Petro
Ariguani (el Dificil),Magdalena,6561,Iván Duque
Ariguani (el Dificil),Magdalena,3717,Gustavo Petro
Cerro De San Antonio,Magdalena,2382,Iván Duque
Cerro De San Antonio,Magdalena,944,Gustavo Petro
Chivolo,Magdalena,3526,Iván Duque
Chivolo,Magdalena,2289,Gustavo Petro
Cienaga,Magdalena,17393,Iván Duque
Cienaga,Magdalena,17412,Gustavo Petro
Concordia,Magdalena,2682,Iván Duque
Concordia,Magdalena,1655,Gustavo Petro
El Banco,Magdalena,12652,Iván Duque
El Banco,Magdalena,6840,Gustavo Petro
El Piñon,Magdalena,3304,Iván Duque
El Piñon,Magdalena,2852,Gustavo Petro
El Reten,Magdalena,2191,Iván Duque
El Reten,Magdalena,3779,Gustavo Petro
Fundacion,Magdalena,13973,Iván Duque
Fundacion,Magdalena,8007,Gustavo Petro
Guamal,Magdalena,6194,Iván Duque
Guamal,Magdalena,2732,Gustavo Petro
Nueva Granada,Magdalena,5381,Iván Duque
Nueva Granada,Magdalena,1900,Gustavo Petro
Pedraza,Magdalena,2591,Iván Duque
Pedraza,Magdalena,947,Gustavo Petro
Pijiño Del Carmen,Magdalena,3048,Iván Duque
Pijiño Del Carmen,Magdalena,1363,Gustavo Petro
Pivijay,Magdalena,5174,Iván Duque
Pivijay,Magdalena,7535,Gustavo Petro
Plato,Magdalena,9307,Iván Duque
Plato,Magdalena,8201,Gustavo Petro
Puebloviejo,Magdalena,4843,Iván Duque
Puebloviejo,Magdalena,3071,Gustavo Petro
Remolino,Magdalena,1634,Iván Duque
Remolino,Magdalena,1556,Gustavo Petro
Sabanas De San Angel,Magdalena,4068,Iván Duque
Sabanas De San Angel,Magdalena,1169,Gustavo Petro
Salamina,Magdalena,2310,Iván Duque
Salamina,Magdalena,1475,Gustavo Petro
San Sebastian De Buenavista,Magdalena,4492,Iván Duque
San Sebastian De Buenavista,Magdalena,3382,Gustavo Petro
San Zenon,Magdalena,2385,Iván Duque
San Zenon,Magdalena,1985,Gustavo Petro
Santa Ana,Magdalena,6136,Iván Duque
Santa Ana,Magdalena,1859,Gustavo Petro
Santa Barbara De Pinto,Magdalena,1857,Iván Duque
Santa Barbara De Pinto,Magdalena,1987,Gustavo Petro
Santa Marta,Magdalena,79800,Iván Duque
Santa Marta,Magdalena,89242,Gustavo Petro
Sitionuevo,Magdalena,3170,Iván Duque
Sitionuevo,Magdalena,2863,Gustavo Petro
Tenerife,Magdalena,2494,Iván Duque
Tenerife,Magdalena,1863,Gustavo Petro
Zapayan,Magdalena,2834,Iván Duque
Zapayan,Magdalena,793,Gustavo Petro
Zona Bananera (sevilla),Magdalena,6602,Iván Duque
Zona Bananera (sevilla),Magdalena,11298,Gustavo Petro
Acacias,Meta,26978,Iván Duque
Acacias,Meta,11475,Gustavo Petro
Barranca De Upia,Meta,1781,Iván Duque
Barranca De Upia,Meta,705,Gustavo Petro
Cabuyaro,Meta,2245,Iván Duque
Cabuyaro,Meta,554,Gustavo Petro
Castilla La Nueva,Meta,5312,Iván Duque
Castilla La Nueva,Meta,2149,Gustavo Petro
Cubarral,Meta,2347,Iván Duque
Cubarral,Meta,527,Gustavo Petro
Cumaral,Meta,7236,Iván Duque
Cumaral,Meta,2812,Gustavo Petro
El Calvario,Meta,710,Iván Duque
El Calvario,Meta,149,Gustavo Petro
El Castillo,Meta,1418,Iván Duque
El Castillo,Meta,1330,Gustavo Petro
El Dorado,Meta,1540,Iván Duque
El Dorado,Meta,392,Gustavo Petro
Fuente De Oro,Meta,3369,Iván Duque
Fuente De Oro,Meta,1542,Gustavo Petro
Granada,Meta,18612,Iván Duque
Granada,Meta,8234,Gustavo Petro
Guamal,Meta,5768,Iván Duque
Guamal,Meta,1546,Gustavo Petro
La Macarena,Meta,1624,Iván Duque
La Macarena,Meta,1553,Gustavo Petro
Lejanias,Meta,2913,Iván Duque
Lejanias,Meta,1105,Gustavo Petro
Mapiripan,Meta,1210,Iván Duque
Mapiripan,Meta,423,Gustavo Petro
Mesetas,Meta,1938,Iván Duque
Mesetas,Meta,1770,Gustavo Petro
Puerto Concordia,Meta,1742,Iván Duque
Puerto Concordia,Meta,1094,Gustavo Petro
Puerto Gaitan,Meta,7802,Iván Duque
Puerto Gaitan,Meta,5747,Gustavo Petro
Puerto Lleras,Meta,2419,Iván Duque
Puerto Lleras,Meta,742,Gustavo Petro
Puerto Lopez,Meta,10088,Iván Duque
Puerto Lopez,Meta,3125,Gustavo Petro
Puerto Rico,Meta,2441,Iván Duque
Puerto Rico,Meta,1826,Gustavo Petro
Restrepo,Meta,6160,Iván Duque
Restrepo,Meta,2302,Gustavo Petro
San Carlos De Guaroa,Meta,3812,Iván Duque
San Carlos De Guaroa,Meta,978,Gustavo Petro
San Juan De Arama,Meta,2068,Iván Duque
San Juan De Arama,Meta,995,Gustavo Petro
San Juanito,Meta,655,Iván Duque
San Juanito,Meta,107,Gustavo Petro
San Martin De Los Llanos,Meta,8052,Iván Duque
San Martin De Los Llanos,Meta,2101,Gustavo Petro
Uribe,Meta,284,Iván Duque
Uribe,Meta,2248,Gustavo Petro
Villavicencio,Meta,130209,Iván Duque
Villavicencio,Meta,71821,Gustavo Petro
Vista Hermosa,Meta,3780,Iván Duque
Vista Hermosa,Meta,2467,Gustavo Petro
Alban (san Jose),Nariño,3039,Iván Duque
Alban (san Jose),Nariño,999,Gustavo Petro
Aldana,Nariño,1321,Iván Duque
Aldana,Nariño,1947,Gustavo Petro
Ancuya,Nariño,1504,Iván Duque
Ancuya,Nariño,2274,Gustavo Petro
Arboleda (berruecos),Nariño,1848,Iván Duque
Arboleda (berruecos),Nariño,1160,Gustavo Petro
Barbacoas,Nariño,2581,Iván Duque
Barbacoas,Nariño,3302,Gustavo Petro
Belen,Nariño,1474,Iván Duque
Belen,Nariño,1666,Gustavo Petro
Buesaco,Nariño,6273,Iván Duque
Buesaco,Nariño,2847,Gustavo Petro
Chachagui,Nariño,2127,Iván Duque
Chachagui,Nariño,3514,Gustavo Petro
Colon (genova),Nariño,1116,Iván Duque
Colon (genova),Nariño,2340,Gustavo Petro
Consaca,Nariño,1978,Iván Duque
Consaca,Nariño,2734,Gustavo Petro
Contadero,Nariño,1215,Iván Duque
Contadero,Nariño,1944,Gustavo Petro
Cordoba,Nariño,1219,Iván Duque
Cordoba,Nariño,4256,Gustavo Petro
Cuaspud (carlosama),Nariño,1655,Iván Duque
Cuaspud (carlosama),Nariño,2057,Gustavo Petro
Cumbal,Nariño,3472,Iván Duque
Cumbal,Nariño,10743,Gustavo Petro
Cumbitara,Nariño,179,Iván Duque
Cumbitara,Nariño,2700,Gustavo Petro
El Charco,Nariño,972,Iván Duque
El Charco,Nariño,4956,Gustavo Petro
El Peñol,Nariño,1060,Iván Duque
El Peñol,Nariño,2171,Gustavo Petro
El Rosario,Nariño,307,Iván Duque
El Rosario,Nariño,3155,Gustavo Petro
El Tablon,Nariño,3099,Iván Duque
El Tablon,Nariño,2724,Gustavo Petro
El Tambo,Nariño,3656,Iván Duque
El Tambo,Nariño,3238,Gustavo Petro
Francisco Pizarro (salahonda),Nariño,437,Iván Duque
Francisco Pizarro (salahonda),Nariño,1608,Gustavo Petro
Funes,Nariño,1701,Iván Duque
Funes,Nariño,1408,Gustavo Petro
Guachucal,Nariño,1756,Iván Duque
Guachucal,Nariño,7133,Gustavo Petro
Guaitarilla,Nariño,1330,Iván Duque
Guaitarilla,Nariño,4175,Gustavo Petro
Gualmatan,Nariño,908,Iván Duque
Gualmatan,Nariño,2118,Gustavo Petro
Iles,Nariño,953,Iván Duque
Iles,Nariño,2667,Gustavo Petro
Imues,Nariño,1332,Iván Duque
Imues,Nariño,1861,Gustavo Petro
Ipiales,Nariño,16830,Iván Duque
Ipiales,Nariño,24787,Gustavo Petro
La Cruz,Nariño,4227,Iván Duque
La Cruz,Nariño,3631,Gustavo Petro
La Florida,Nariño,1732,Iván Duque
La Florida,Nariño,3187,Gustavo Petro
La Llanada,Nariño,526,Iván Duque
La Llanada,Nariño,1344,Gustavo Petro
La Tola,Nariño,458,Iván Duque
La Tola,Nariño,1173,Gustavo Petro
La Union,Nariño,6801,Iván Duque
La Union,Nariño,5217,Gustavo Petro
Leiva,Nariño,359,Iván Duque
Leiva,Nariño,3374,Gustavo Petro
Linares,Nariño,1440,Iván Duque
Linares,Nariño,3610,Gustavo Petro
Los Andes (sotomayor),Nariño,859,Iván Duque
Los Andes (sotomayor),Nariño,3348,Gustavo Petro
Magui (payan),Nariño,337,Iván Duque
Magui (payan),Nariño,2167,Gustavo Petro
Mallama (piedrancha),Nariño,429,Iván Duque
Mallama (piedrancha),Nariño,2554,Gustavo Petro
Mosquera,Nariño,214,Iván Duque
Mosquera,Nariño,2093,Gustavo Petro
Nariño,Nariño,1089,Iván Duque
Nariño,Nariño,1795,Gustavo Petro
Olaya Herrera,Nariño,765,Iván Duque
Olaya Herrera,Nariño,4293,Gustavo Petro
Ospina,Nariño,1272,Iván Duque
